job_link,job_title,company_name,city,state,posted_on,job_description,source,excel,python,ML,SQL,R_language,statistics,NLP,BI tools
https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AXGIcWOIZviKUySXr1hfCvaS5huJdOK7NFGqwlhh69NjVk_OghEFwbfbWP0S0Fru2F0ZptHuMsq7OHulca9Iz-iXXhb4QwxcF20ExOTlZcXWTKW5B-Po7vDQqXL3HDDUXrrHGmWOI-4FHx7cuV_bZIhLlIXYxGIZuUr0AwNElsNHAR26YutBesHY5mqzlzmjYp7QdWnYeAcyJlskQK3KXYO0D4PESIMPY4XQnMiV5HtDS7LXnWUIKBkdbmv2D2PLBBV4X6lhx6zjrOFFgH1N_xgHGVjJnDbkMEOku72XJNtmsMl96KMg4ocqHSa_Ks-qKgdBsJCz59om8kredK1NkeNSyBeDs7NbO_kynzoWrIliRMSHo6pOR_fcpk7xxq4ZcJ7aBy0R9ue9c0jIJwQx-e9Up1RTj_wfpEexfzcC_NigCXCHsUfY9flGmLh6eWjlMz0Ev6L0k8SBhie_NQYF1q&p=0&fvj=1&vjs=3,Web Analyst,NxtWave Disruptive Technologies Private Limited,"Hyderabad, Telangana",Telangana,30+ days ago,"Processing confidential  and information according to guidelines.,data,Advanced  visualization skills using tools like  Studio.,data,Data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/NORWOOD-INN-&-SUITES/jobs/Book-Keeping-Data-Analyst-341a6372a868cf91?fccid=7079c8cc1176d0fa&vjs=3,Book-keeping and Data Analyst,NORWOOD INN & SUITES,"Remote in Surat, Gujarat",Gujarat,Today,"Must have worked in office,  analyzing or accounting environment, with skills of office organizer,   or account assistant.,data,data,analyst,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Smart-Moves/jobs/Data-Analyst-4f80790a2839fcf1?fccid=72b6f6fd83e13301&vjs=3,Data Analyst,Smart Moves,"Chennai, Tamil Nadu",Tamil Nadu,Active 21 days ago,"4.Other Financial related activities.,Total work: 1 year (Preferred).,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=1c19968419f674f4&fccid=318044dbb8281914&vjs=3,Data Analyst - Intern (Remote/Gurgaon),Tealfeed,"Remote in Gurgaon, Haryana",Haryana,5 days ago,"You will be responsible for managing our master  set, developing reports, and troubleshooting  issues.,data,data,Firm grasp of SQL and Python.,missing",Indeed,0,0,0,1,0,0,0,0
https://in.indeed.com/company/Fluidonomics-Solutions-LLP/jobs/Data-Research-Analyst-cdf18bfa72c72443?fccid=cab3f8c3740a190d&vjs=3,Data Research Analyst,Fluidonomics Solutions LLP,"Pune, Maharashtra",Maharashtra,4 days ago,"1+ years’ work experience with proven knowledge of working on  Analysis/  Research projects.,Data,Data,To work on  Research projects assigned, in given time…,Data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/HowToAbroad/jobs/Data-Analyst-Entry-742c29da4d4abb32?fccid=e5f4fb67903f62a7&vjs=3,Data Analyst and Entry - Internship,HowToAbroad,Remote,Remote,Hiring ongoing,"Ensuring  quality and format.,data,Performing a thorough quality check on the data.,Researching universities abroad and organizing facts about them.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Wyzmindz-solutions-pvt-ltd/jobs/Data-Analyst-6e71d56f6048ff79?fccid=95871ee5dd63bf9a&vjs=3,Data Analyst,Wyzmindz solutions pvt ltd,"Bengaluru, Karnataka",Karnataka,Active 8 days ago,"*Understand, analyze and interpret *, and have a passion for *data accuracy and detailing*.,data,WyzMindz offers tailored software products in analytics for…,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Firstcry/jobs/Data-Analyst-85c23bb1f682541c?fccid=36aba3d665a1c1cc&vjs=3,Data Analyst,FirstCry.com,"Pune, Maharashtra",Maharashtra,Active 2 days ago,"Providing technical expertise on  storage structures,  mining, and  cleansing.,data,data,data,To do well in this role you need a very fine eye for detail,…",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Client-of-Sanumas-Solutions/jobs/Data-Analyst-5c45a87b42adc428?fccid=179aeb5defc77e1b&vjs=3,Data Analyst - SQL,Client of SANUMAS Solutions,"Coimbatore, Tamil Nadu",Tamil Nadu,Active 3 days ago,"Perform  analysis for  integrity,  cleansing & normalization of data.,data,data,data,Collect  from multiple sources and add it to the database,  Cleaning…",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Quarks-Technosoft/jobs/Data-Analyst-2da2f31c0ad28d3b?fccid=81b5de9b31bbedb7&vjs=3,Data Analyst,Quarks Technosoft,"Bengaluru, Karnataka",Karnataka,Active 15 days ago,"Design and develop complex  queries to move and transform  from operational  sources to analytical databases.,data,data,data,Understanding of macros is beneficial.",Indeed,1,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=a9f8673ae9376928&fccid=dcb5515af8bda745&vjs=3,Data Visualization,RADcube,"Hyderabad, Telangana",Telangana,30+ days ago,"Work with  scientists and  engineers to understand and organize the  for  consumption.,data,data,data,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Sachdev-Capital/jobs/Clinical-Statistical-Data-Analyst-c666cedcc48a61d4?fccid=e44e04755dc6192c&vjs=3,Clinical Statistical Data Analyst,MS Clinical Research (P) Ltd,"Remote in Bengaluru, Karnataka",Karnataka,Today,"To work as a clinical  analyst,good knowledge in Excel and 'R' software is a must..,data,In addition, internship experience of collecting, compiling, and…,missing,missing",Indeed,1,0,0,0,0,0,0,0
https://in.indeed.com/company/SBT-Research/jobs/Research-Analyst-Cdqa-2ff03dcc4ac3de84?fccid=6db60d462f27f47e&vjs=3,Research Analyst-CDQA,SBT Research Pvt Ltd,"Pune, Maharashtra",Maharashtra,Active 5 days ago,"Research  will be responsible for Fetching the  from.,Analyst,data,Ensure the quality of the  is Upto the Mark.,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/RBHU-ETG-Private-Limited/jobs/Data-Analyst-ebabe7a5706b11eb?fccid=20f3451d17d09a1c&vjs=3,Data Analyst - Graduate Engineer Trainee,RBHU ETG Private Limited,"Navi Mumbai, Maharashtra",Maharashtra,Active 3 days ago,"Create  governance policies like RLS to manage  security.,data,data,Python/R for  science.,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Nextdoor-Kitchens/jobs/Data-Analyst-f4defe86903e5ee1?fccid=d94bc35fa12f0c20&vjs=3,Data Analyst,Nextdoor Kitchens,"New Town, Kolkata, West Bengal",West Bengal,7 days ago,"Developing and maintaining databases,  systems – reorganizing  in a readable format.,data,data,Performing analysis to assess quality and meaning of data.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Credible-Markets/jobs/Research-Analyst-959ff326cc79ae20?fccid=b125161ea8826a7b&vjs=3,Research Analyst,Credible Markets,"Pune, Maharashtra",Maharashtra,Active 3 days ago,"Conducting detailed qualitative and quantitative research to collect, analyze and report project-relevant  to derive meaningful/ actionable insights.,data,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Finquest/jobs/Research-Analyst-29189f761541a441?fccid=bed36d00e772c402&vjs=3,Research Analyst,Finquest,"Bengaluru, Karnataka",Karnataka,Active 14 days ago,"Sorting and organizing  and making them easily accessible for decision-making.,data,Analyzing the types of data/information needed to be collected to serve…,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/M.s.kothari-&-associates/jobs/Risk-Analyst-b48c735e9e22c393?fccid=aa8795ce379959ae&vjs=3,Risk Analyst,M.s.kothari & associates,"Mumbai, Maharashtra",Maharashtra,2 days ago,"Qualification: MBA, CA Inter, CA, or any related diploma in credit/risk management.,Total work: 2 years (Preferred).,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/RealtyAI/jobs/Data-Analyst-01b5f5782195116f?fccid=edf4facef7bb6c6e&vjs=3,Data Analyst,RealtyAI,"Remote in Gurgaon, Haryana",Haryana,Active 19 days ago,"Coordinate with the larger team (10+) of  , developers, and designers.,data,analysts,A consistent track record of performing  analysis using Python.,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Mitsogo-Inc/jobs/Data-Analyst-80d7fd8111045123?fccid=0a6fe66d43b6a10f&vjs=3,Data Analyst,Mitsogo Inc,"Chennai, Tamil Nadu",Tamil Nadu,Active 3 days ago,"Identify new internal and external  sources to support analytics initiatives and work with appropriate partners to absorb the  into new or existing data…,data,data,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/*SECRET-TECHNOLOGIES-INDIA-VMS-GROUP/jobs/Resurch-Analysis-44a311182cb87068?fccid=5a21f88749cf1b42&vjs=3,Resurch Analysis / BDE / Email chet Process / SQL / Data Ana...,SECRET TECHNOLOGIES INDIA VMS GROUP,"Remote in Pune, Maharashtra",Maharashtra,7 days ago,"We are looking for fresher graduates for the Software Engineer Developer & Testing  Eng.,Data,Desktop Support / Technical Support /Networking/Data Analyst.,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Appitsimple-Infotek-pvt.-ltd/jobs/Data-Specialist-a9de27cdd6475818?fccid=af4da3f25b5af852&vjs=3,Data Specialist / Data Analyst,Appitsimple Infotek Pvt. Ltd,Remote,Remote,Active 4 days ago,"Identify new internal and external  sources to support analytics initiatives and work with appropriate partners to absorb the  into new or existing data…,data,data,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Mak-Technolabs-Pvt-Ltd/jobs/Business-Analyst-IT-Company-acd9c8540fa782a4?fccid=200cc7f2e62f2a29&vjs=3,Business Analyst for IT Company,Mak Technolabs Pvt Ltd,"Jaipur, Rajasthan",Rajasthan,Active 3 days ago,"Quickly understands the business issues and  challenges of client’s organization and industry.,data,Communicate with prospects and clients at different stages of…,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Vereigen-Media-Pvt-Ltd/jobs/Research-Analyst-Cdqa-accb2451255ccf33?fccid=d52851d244f0962a&vjs=3,Research Analyst-CDQA,Vereigen Media Pvt Ltd,"Pune, Maharashtra",Maharashtra,Hiring ongoing,"Research  will be responsible for Fetching the  from.,Analyst,data,Ensure the quality of the  is Upto the Mark.,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Primedical-solutions-pvt-ltd/jobs/Data-Analyst-7d5ae573df0f52f2?fccid=520565ae6d0193fa&vjs=3,Data Analyst,Primedical solutions pvt ltd,"Hyderabad, Telangana",Telangana,Active 6 days ago,"Compiling, verifying accuracy, and sorting data.,Knowledge of logic, databases, and  flows.,data,Performing a variety of operational and financial analyses.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0As5PB9XzIJzc4qXYfAb0bOBPG6CHNY-v-7zuhTOsW69oTcqmf4B7_v5pWn-JHX-Z8KUUgqjbUNJm5g1TBMG2av2xHK2BSQsFpVBpns7vd137MvZ1swAduzNxmTE9YzkfW1S0XaHj09DK9CAs7ZS0FmKeyMlHPK-NSpo8qyGQQ0euv8JUGJi_8g9Cq-hRssJaTqksg75gB5DWd7knbfkBUMblXh5AyP7hGBW_-hSFKe7ONKMkO3aiijr_8olenlOVyxquUMS4QEQ7fYDp5rUr_y6UrAOnQns_rFVfIRFvfV4at4_QdPXg8pwDBBh7DN07BxEFOGXHVhweDPVDi509O41O4ThWRDzhzBdPk5gwGzifLLYfV3tvk2OvfS9XGvUmBYxy4d5CGlhTwcQ5U4hK0DZueMBojtt1g4LG6fFhE2S4ugZkGi_L8RM69G_HOwtg8Z7ghdN-_Cwvxiq5m804RwRCvPb-miywU=&p=0&fvj=1&vjs=3,Junior Research Analyst,Universal Data Solution,"Noida, Uttar Pradesh",Pradesh,3 days ago,"Use the  gathered during the research to carry out market, customer and vendor analysis.,data,Conduct global primary and secondary research and preparing reports…,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/iSageBrum-Technologies-Pvt-Ltd/jobs/Data-Analyst-d953798cdb882c71?fccid=64bf0d209151dd93&vjs=3,Data Analyst,iSageBrum Technologies Pvt Ltd,"Ahmedabad, Gujarat",Gujarat,Active 5 days ago,"Compile and analyze  related to business issues.,data,Develop clear visualizations to convey complicated  in a straightforward fashion.,data,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Analytics-Squad/jobs/Freelance-Data-Analytic-2a1beed8e92562e6?fccid=622431ca0836efaf&vjs=3,Freelance Data Analytics,Analytics Squad,"Noida, Uttar Pradesh",Pradesh,Active 3 days ago,"Experience in  extraction and  manipulation including Importing.,data,data,Research, analyze, and present  as assigned.,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Vandey/jobs/Data-Analyst-9011ebc7b2943522?fccid=703535155dd7c952&vjs=3,Data Analyst,University of the People,"Bengaluru, Karnataka",Karnataka,Active 2 days ago,"Develop and implement databases,  collection systems,  analytics and other strategies that optimize statistical efficiency and quality.,data,data,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Vamstar/jobs/Data-Entry-Analyst-29891ab16e347c3d?fccid=272cc8ca198b0e49&vjs=3,Data Entry Analyst,Vamstar,"Kondapur, Hyderabad, Telangana",Telangana,Active 6 days ago,"Required deep  management knowledge.,data,\** Research new markets and  sources.,data,\** Knowledge of  management and business intelligence methodologies.",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Transorze-Solutions/jobs/Data-Analyst-Ambalathara-c76b6c271e918443?fccid=afda123104a0a040&vjs=3,Data Analyst @ Ambalathara,TRANSORZE SOLUTIONS - TIPS Pvt Ltd,"Remote in Thiruvananthapuram, Kerala",Kerala,Active 2 days ago,"Job Types: Full-time, Fresher.,Total work: 1 year (Preferred).,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=be8a6bc1f3e78b6d&fccid=0fd8a40700e9a943&vjs=3,DATA ANALYST INTERN,Omnify,"Bengaluru, Karnataka",Karnataka,19 days ago,"Ensure  accuracy by validating  for new and existing tools.,data,data,Should have expertise in a scripting language such as python and be able to perform tasks…,missing",Indeed,0,1,0,0,0,0,0,0
https://in.indeed.com/company/Dots-Connect/jobs/Supply-Chain-Analyst-27c6bfa0901c9ec4?fccid=8294e42d514e370b&vjs=3,Supply Chain Analyst,Dots Connect,"Remote in Gurgaon, Haryana",Haryana,Active 3 days ago,"Use data-driven reports and analyses to identify process failure/ common issues within all forecasting and support tasks.,Knowledge of SQL and Excel preferred.,missing,missing,missing",Indeed,1,0,0,1,0,0,0,0
https://in.indeed.com/company/OW-LOGISTICS-P-LTD/jobs/Data-Analyst-6e2ec872504d90bf?fccid=ac2bfd9aebfcb031&vjs=3,Data Analyst - Google script,OW LOGISTICS P LTD,"Delhi, Delhi",Delhi,Active 2 days ago,"Have you done any google sheet automation - pls share any sheet for the same.,Total work: 1 year (Preferred).,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Indian-Essential/jobs/Junior-Data-Analyst-5ab5cafb5cc48507?fccid=2bb2eb8c5b39d832&vjs=3,Junior Data Analyst,Indian Essential,"Pune, Maharashtra",Maharashtra,Active 4 days ago,"Education ... Any Graduate or diploma holder can Join.,Job Types: Part-time, Internship.,Khardi, Pune - 411014, Maharashtra: Reliably commute or planning to…,missing,missing",Indeed,0,0,0,0,0,0,0,0
"https://in.indeed.com/company/Kyvor-Genomics-Pvt.-Ltd.,/jobs/Bioinformatic-Analyst-a158bdc070c9ad69?fccid=5a051265754d3a01&vjs=3",Bioinformatics Analyst,Kyvor Genomics Pvt Ltd,"Chennai, Tamil Nadu",Tamil Nadu,Active 4 days ago,"Your day to day activities will cover a large array of tasks including QC, analysis and interpretation of Whole Exome , panel , RNA seq , defining…,data,data,data,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Dataviv-Technologies/jobs/Data-Science-Engineer-Analyst-77ca2a7a442f13a7?fccid=d70cc3a0fae027a5&vjs=3,Data Science Engineer/Analyst,Invogue Creations,"Mumbai, Maharashtra",Maharashtra,Active 5 days ago,"Data points,basic Anaysis priovide inputs to various teams, onProduct optimization, sales and Monetization etc.,Total work: 3 years (Preferred).,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/TBM-Technologies-Pvt-Ltd/jobs/Data-Analyst-Intern-b6957d0bacb3545d?fccid=301fdf29b6a61911&vjs=3,Data Analyst Intern,TBM Technologies Pvt Ltd,"New Delhi, Delhi",Delhi,Active 2 days ago,"Experience in  analytics and algorithm development using python.,data,Excellent knowledge of statistical methods and  analysis techniques.,data,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Macayla-India/jobs/Equity-Research-Analyst-19b111b0428add83?fccid=f1ebdbc5b53440a4&vjs=3,Equity Research Analyst,Macayla India,"Jaipur, Rajasthan",Rajasthan,24 days ago,"Researching and analyzing securities data.,Proficiency in  mining software.,data,Assisting senior  with investment research.,analysts",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=752a3a410b5cce4e&fccid=dd616958bd9ddc12&vjs=3,"Associate Analyst, Data Processing",enVista Consulting and Innovative Technology...,"Hyderabad, Telangana",Telangana,3 days ago,"Perform  entry process as per their requirements.,data,Ensure  quality & make sure the invoices are processed within the given time frame.,data,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/jobnskills/jobs/Product-Analyst-51b108cdf8ef5360?fccid=fecda43d68806cdd&vjs=3,Product Analyst,T&N Business Services Pvt. Ltd.,"Gurgaon, Haryana",Haryana,Active 4 days ago,"The key job responsibilities include the following: Conducting secondary web research to know what users are searching on Google so that relevant information…,missing,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Otipy/jobs/Data-Analyst-c9305cb0dfafa113?fccid=231f97b87bd1ffbb&vjs=3,Data Analyst,Otipy,"Gurgaon, Haryana",Haryana,24 days ago,"Create processes and methods to gather data.,Analyze  to identify issues and suggest improvements.,data,Identify cost-effective delivery modes and schedules.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/The-Hiring-Master/jobs/IT-Analyst-b885a97f0694a119?fccid=b6e51e81c4597f4e&vjs=3,IT Analyst,The Hiring Master,"Temporarily Remote in Delhi, Delhi",Delhi,4 days ago,"Work closely with our senior team in creating Business Simulations and  analysis for our current and future clients.,data,Total work: 4 years (Preferred).,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Belora-Paris/jobs/Business-Analyst-03c911e6c2b9cbd1?fccid=a1ad39f3a643042d&vjs=3,Business Analyst,Belora Paris,"Gurgaon, Haryana",Haryana,Active 2 days ago," Work on external and internal  to derive key strategic insights for the platform.,data, Regular analysis and experimentation to find areas of improvement in…,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Santa-Events-&-Exhibitions-pvt-ltd/jobs/Data-Analyst-77801e41d8bedf73?fccid=d86f20ce420b0439&vjs=3,Data Analyst,Santa Events & Exhibitions pvt ltd,"Delhi, Delhi",Delhi,Active 4 days ago,"We need an  who must poses good analytical & clear understanding of  requirement and its interpretations .,analyst,data,Must have worked on large data.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Dosa-Coffee/jobs/Equity-Research-Analyst-e8b8ec228002c040?fccid=366b58393d1e4e90&vjs=3,Equity Research Analyst,Mount Intra Finance Pvt Ltd,"Kolkata, West Bengal",West Bengal,Active 2 days ago,"Researching and analyzing securities data.,Proficiency in  mining software.,data,Assisting senior  with investment research.,analysts",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=d506783a563c88cd&fccid=08879e1bc38106f1&vjs=3,Research Analyst,Valasys Media,"Pune, Maharashtra",Maharashtra,30+ days ago,"Organize and present  in clear, concise manner.,data,Activities Upload content /  sheets from Excel to html.,data,Work hours: IST shift (6:00 pm to 3:00 am).",Indeed,1,0,0,0,0,0,0,0
https://in.indeed.com/company/jobnskills/jobs/Data-Analyst-32cdb4ad928bbd69?fccid=fecda43d68806cdd&vjs=3,Data Analyst,T&N Business Services Pvt. Ltd.,"Gurgaon, Haryana",Haryana,Hiring ongoing,"Developing and maintaining databases,  systems.,data,Performing analysis to assess quality and meaning of data.,Accuracy and attention to detail.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Professional-Manpower-Services/jobs/Data-Analyst-9d526bc7e829b98c?fccid=bb57ab30217a4f39&vjs=3,Data Analyst,Professional Manpower Services,"Noida, Uttar Pradesh",Uttar Pradesh,6 days ago,"Acquire  from primary or secondary  sources and maintain databases/data systems.,data,data,Develop and implement databases,  collection systems, data…,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Vanzeist-Group/jobs/Data-Analyst-8e48f5c0ee8558a6?fccid=972fa559bcb4f958&vjs=3,Data Analyst,Vanzeist Group,"Gurgaon, Haryana",Haryana,Active 11 days ago,"Analyze Commercials from different vendors.,Excellent in MS office (excel, word).,2-3 years experience in  Analysis.,Data,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/mStack/jobs/Ai-Ml-Data-Analyst-469ec05db314ff22?fccid=d81cb3198b12e898&vjs=3,AI/ML Data Analyst,mStack Inc,"Remote in Kochi, Kerala",Kerala,8 days ago,"Acquire  from primary or secondary  sources and perform  tagging.,data,data,data,Basic knowledge of  models,  mining and segmentation techniques.",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Finpreneurs-Consulting-LLP/jobs/Data-Analyst-81e8611ff302d568?fccid=8d1822679f78f0fd&vjs=3,Data Analyst/ Data Scientist,FinnACER Technologies LLP,"Remote in Chennai, Tamil Nadu",Tamil Nadu,Active 4 days ago,"*ETL development based on various  sources (data bases, files)*.,data,*Good understanding of  warehouse concepts*.,data,Part-time hours: 45 per week.",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Anzy-Careers-Private-Limited/jobs/Data-Analyst-55c8a34b7f641b3c?fccid=5df1346664d52c05&vjs=3,Data Analyst,Anzy Careers Private Limited,"Bengaluru, Karnataka",Karnataka,Active 9 days ago,"Experience with automated  extraction tools.,data,Experience with analysing trends from business and customers data.,Good proficiency in Python, R.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/A1-Marketing/jobs/Data-Analyst-b4eca8f057efb32b?fccid=fa0546d278e88249&vjs=3,Data Analyst,A1 Marketing,"Remote in Chennai, Tamil Nadu",Tamil Nadu,Active 4 days ago,"_Maintain  integrity and models in the dedicated Google BigQuery  mart based on company policies_.,data,data,_Maintain  integrity and models in visualization…,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=5e03b8249071a291&fccid=6e230c09fdab8a0e&vjs=3,ERP/Data Analyst (for Head Office,PKF Group,"Jalandhar, Punjab",Punjab,30+ days ago,"Eligibility To handle tasks independently AgeBelow 35…,missing,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
"https://in.indeed.com/company/DYSL--AI,-DRDO/jobs/Data-Analyst-959e3c6ad40e09f8?fccid=5eef6fb6fe19c712&vjs=3",Data Analyst I,"DYSL-AI, DRDO","Bengaluru, Karnataka",Karnataka,3 days ago,"DRDO Young Scientist Laboratory-Artificial Intelligence (DYSL-AI) is at the forefront of artificial intelligence research, accelerating the adoption of…,missing,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=782439a822f2f03f&fccid=2c5124213c13672a&vjs=3,Data Analyst,BenoGroup,"Ghaziabad, Uttar Pradesh",Uttar Pradesh,30+ days ago,"Support management team and the Heads of Department with data-driven analysis.,The financial  will be provided to be formulated into a representational…,data,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=4a0e4f464a62b0ed&fccid=2b27ab2c08ef1a70&vjs=3,Research & Data Analyst,BeyondCodes,"Chandigarh, Chandigarh",Chandigarh,26 days ago,"All employees receive an equity package in the company as part of their total compensation.,Yearly/Quarterly bonuses along with monthly awards to honour our…,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Svartglae-Business-Services/jobs/Patent-Research-Analyst-dcbf476c8a4743b2?fccid=9bb683d58c45dd1c&vjs=3,Patent Research Analyst : (Fresher) Btech/ECE/EEE/ME,Svartglae Business Services,"Mohali, Punjab",Punjab,Active 4 days ago,"S/he will have to assist project teams by offering technical, patent and business data.,The candidate will be responsible for conducting technology research or…,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Atulaya-Healthcare-Private-Limited/jobs/Data-Analyst-1387c5b75aea1c81?fccid=3fa449cbd143149b&vjs=3,Data Analyst,Atulaya Healthcare Private Limited,"Mohali, Punjab",Punjab,Active 2 days ago,"Developing and maintaining databases,  systems – reorganizing  in a readable format.,data,data,Supporting initiatives for  integrity and normalization.,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Otipy/jobs/Pricing-Analyst-bab06e0d90d8b405?fccid=231f97b87bd1ffbb&vjs=3,Pricing Analyst,Otipy,"Gurgaon, Haryana",Haryana,16 days ago,"Analyze pricing  from industry standards, previous sales trends and competitors and report  to decision-makers.,data,data,D. Can work on Modeling, Big data.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=5ae4b4ba08a36114&fccid=acd876e953badce4&vjs=3,DATA ANALYST,Galytix,"Gurgaon, Haryana",Haryana,30+ days ago,"Acquiring  from internal as well as secondary  sources.,data,data,Cleaning and filtering , assessing  quality and create concise end product.,data",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Vereigen-Media-Pvt-Ltd/jobs/Research-Analyst-d18afdd04ff5f3ce?fccid=d52851d244f0962a&vjs=3,Research Analyst,Vereigen Media Pvt Ltd,"Pune, Maharashtra",Maharashtra,26 days ago,"Ensure the quality of the  is Upto the Mark.,data,*Minimum 1 Year of relevant Experience*.,*Immediate Joining with on the Spot Offer*.,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=682ccb6b7372528c&fccid=282892cf21817454&vjs=3,Junior Analyst - TET,OakNorth Bank,"Gurgaon, Haryana",Haryana,30+ days ago,"Adept at performing  compilation and analysis of documents.,data,Managing digital signatures of documents generated by all teams during the lending lifecycle.,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/MedTourEasy/jobs/Data-Analyst-8111d250a3c8a9e1?fccid=aa170b94b6f3f104&vjs=3,Data Analyst,MedTourEasy,"Delhi, Delhi",Delhi,25 days ago,"Proven working experience as a   or business  analyst.,data,analyst,data,Acquire  from primary or secondary  sources and maintain databases/data systems.",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/company/Seikor/jobs/Data-Analyst-b3934c1eb5cdc774?fccid=796e105304c5c346&vjs=3,Data Analyst,Grip Invest,"Remote in Gurgaon, Haryana",Haryana,30+ days ago,"Drive organization-wide initiatives to improve  literacy and our  capabilities through introducing innovative new technology and improving our current…,data,data,missing,missing",Indeed,0,0,0,0,0,0,0,0
https://in.indeed.com/rc/clk?jk=4b655b5f52d7243e&fccid=22cd73a639fefc9e&vjs=3,Data Analyst,WHITE FORCE OUTSOURCING SERVICES PRIVATE LIMITED,"Bengaluru, Karnataka",Karnataka,2 days ago,"Work closely with Category managers to understand and maintain focus on their analytical needs, including identifying critical metrics and KPIs, and deliver…,missing,missing,missing,missing",Indeed,0,0,0,0,0,0,0,0
